Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2024-10-12,2024-10-14,6161,ADVANCE AUTO PARTS #8894,Gas/Automotive,13.77,
2024-10-12,2024-10-14,6161,AUTOZONE #4657,Gas/Automotive,72.91,
2024-10-12,2024-10-14,6161,SANTONI'S MARKET,Merchandise,8.98,
2024-10-12,2024-10-14,6161,LOWES #00720*,Merchandise,38.62,
2024-10-12,2024-10-14,6161,APPLE.COM/BILL,Entertainment,9.99,
2024-10-11,2024-10-12,2830,WEIS MARKETS INC 29,Merchandise,22.22,
2024-10-10,2024-10-11,2830,SQ *THE COW,Merchandise,14.68,
2024-10-09,2024-10-10,2830,WEIS MARKETS INC 29,Merchandise,25.36,
2024-10-09,2024-10-10,2830,SP CLEARSTEM SKINCAR,Merchandise,112.89,
2024-10-08,2024-10-10,2830,PARTY CITY 1090,Merchandise,9.32,
2024-10-09,2024-10-09,6161,INTEREST CHARGE:PURCHASES,Fee/Interest Charge,3.18,
2024-10-08,2024-10-09,2830,TARGET        00010454,Merchandise,,32.57
2024-10-08,2024-10-09,2830,TARGET        00010454,Merchandise,238.40,
2024-10-07,2024-10-08,2830,WEGMANS OWINGS MILLS #125,Merchandise,426.92,
2024-10-05,2024-10-07,2830,SQ *BAUGHER'S ORCHARD MAR,Merchandise,9.00,
2024-10-05,2024-10-07,6161,SANTONI'S MARKET,Merchandise,39.51,
2024-10-05,2024-10-07,6161,SQ *TIM'S TREATS,Dining,7.00,
2024-10-05,2024-10-07,6161,SQ *BAUGHER'S ORCHARD MAR,Merchandise,15.42,
2024-10-05,2024-10-07,6161,SQ *BAUGHER'S ORCHARD MAR,Merchandise,54.00,
2024-10-02,2024-10-03,2830,MICHAELS STORES 5176,Merchandise,10.58,
2024-10-02,2024-10-03,2830,DD/BR #340804 Q35,Dining,5.76,
2024-10-02,2024-10-03,2830,WEIS MARKETS INC 29,Merchandise,8.00,
2024-10-02,2024-10-03,2830,TARGET        00010454,Merchandise,83.97,
2024-10-01,2024-10-03,2830,ROYALFARMS #34,Gas/Automotive,37.92,
2024-10-01,2024-10-02,2830,WEGMANS OWINGS MILLS #125,Merchandise,346.31,
2024-09-30,2024-10-01,2830,TARGET.COM  *,Merchandise,19.07,
2024-09-30,2024-10-01,2830,TARGET.COM  *,Merchandise,96.46,
2024-10-01,2024-10-01,6161,CAPITAL ONE MOBILE PYMT,Payment/Credit,,3606.22
2024-09-30,2024-10-01,6161,SANTONI'S MARKET,Merchandise,12.48,
2024-09-29,2024-09-30,6161,TST*CHARD BBQ,Dining,9.85,
2024-09-28,2024-09-30,6161,HEALTHY PAWS PET INSURAN,Insurance,91.32,
2024-09-28,2024-09-30,6161,APPLE.COM/BILL,Entertainment,7.99,
2024-09-28,2024-09-28,2830,MLT (SCHOOL),Other Services,15.89,
2024-09-26,2024-09-27,2830,OSP*EI733 - Franklin MS,Other,52.00,
2024-09-26,2024-09-27,6161,SANTONI'S MARKET,Merchandise,34.88,
2024-09-25,2024-09-26,2830,WEGMANS OWINGS MILLS #125,Merchandise,366.80,
2024-09-22,2024-09-23,2830,SQ *LUVABOWLS,Dining,10.00,
2024-09-22,2024-09-23,2830,SQ *DUCK DONUTS,Dining,18.00,
2024-09-22,2024-09-23,2830,SQ *SWEET TWEETS,Dining,7.00,
2024-09-22,2024-09-23,2830,SQ *LUVABOWLS,Dining,16.00,
2024-09-22,2024-09-23,2830,SQ *PJ CHEESE INC,Dining,20.00,
2024-09-22,2024-09-23,2830,SQ *MARYS LEMONADE,Dining,46.00,
2024-09-21,2024-09-23,2830,OCEAN HORIZON PROPERTI,Gas/Automotive,15.00,
2024-09-22,2024-09-23,6161,WAWA 8631,Gas/Automotive,36.37,
2024-09-22,2024-09-23,6161,WAWA 8631,Gas/Automotive,27.93,
2024-09-22,2024-09-23,6161,SQ *SWEET TWEETS,Dining,7.00,
2024-09-22,2024-09-23,6161,SQ *BIG UGLY BREWING,Dining,8.40,
2024-09-22,2024-09-23,6161,SQ *THREE SHIPS COFFEE RO,Dining,13.38,
2024-09-21,2024-09-23,6161,DAIRY QUEEN 1,Dining,31.25,
2024-09-21,2024-09-23,6161,ATLANTIC FUN PARK TB2,Entertainment,20.49,
2024-09-21,2024-09-23,6161,BEACH ARCADE,Entertainment,10.00,
2024-09-20,2024-09-23,6161,PF CHANGS #9874 CP,Dining,128.30,
2024-09-21,2024-09-23,2830,TARGET.COM  *,Merchandise,53.60,
2024-09-21,2024-09-23,2830,TARGET.COM  *,Merchandise,66.85,
2024-09-21,2024-09-23,6161,VIRGINIA BEACH PRK METER,Gas/Automotive,4.00,
2024-09-21,2024-09-23,6161,TST* BAD ASS COFFEE - VIR,Dining,12.93,
2024-09-20,2024-09-23,6161,ROYALFARMS #34,Gas/Automotive,37.11,
2024-09-20,2024-09-21,2830,TARGET.COM  *,Merchandise,20.13,
2024-09-19,2024-09-21,6161,LLBEAN-DIRECT,Merchandise,201.99,
2024-09-19,2024-09-21,6161,THE WINE POST,Merchandise,23.97,
2024-09-19,2024-09-20,2830,DD/BR #340804 Q35,Dining,5.76,
2024-09-19,2024-09-20,6161,SANTONI'S MARKET,Merchandise,29.95,
2024-09-18,2024-09-19,2830,WEGMANS OWINGS MILLS #125,Merchandise,352.58,
2024-09-18,2024-09-18,2830,EQUIP,Merchandise,85.72,
2024-09-17,2024-09-18,6161,IN *ORGANIC LAWNS OF AMER,Other Services,304.00,
2024-09-16,2024-09-17,2830,TARGET        00010454,Merchandise,,16.95
2024-09-16,2024-09-17,2830,TARGET        00010454,Merchandise,165.22,
2024-09-15,2024-09-16,2830,THE REISTER`S DAUGHTER CO,Dining,14.72,
2024-09-15,2024-09-16,6161,TST*ALFEOS ITALIAN KITCH,Dining,15.85,
2024-09-14,2024-09-16,6161,LITTLE SPICE @ LAKESIDE,Dining,61.22,
2024-09-13,2024-09-14,6161,WEIS MARKETS INC 29,Merchandise,39.35,
2024-09-13,2024-09-14,6161,SANTONI'S MARKET,Merchandise,44.73,
2024-09-12,2024-09-13,6161,APPLE.COM/BILL,Entertainment,9.99,
2024-09-11,2024-09-12,2830,TARGET.COM  *,Merchandise,39.20,
2024-09-11,2024-09-12,2830,TARGET.COM  *,Merchandise,106.00,
2024-09-10,2024-09-11,2830,TARGET        00010454,Merchandise,127.85,
2024-09-09,2024-09-10,2830,WEGMANS OWINGS MILLS #125,Merchandise,427.61,
2024-09-09,2024-09-09,6161,CAPITAL ONE MOBILE PYMT,Payment/Credit,,3968.42
2024-09-08,2024-09-09,6161,CHEESECAKE COLUMBIA,Dining,177.04,
2024-09-07,2024-09-09,6161,CHESAPEAKE & OHIO CANAL,Other Services,20.00,
2024-09-07,2024-09-07,6161,INTEREST CHARGE:PURCHASES,Fee/Interest Charge,37.21,
2024-09-06,2024-09-07,6161,WWW.VB-RENTALS.COM,Lodging,249.38,
2024-09-05,2024-09-06,6161,SUNSET SLUSH,Dining,20.41,
2024-09-03,2024-09-05,2830,ROYALFARMS #34,Gas/Automotive,37.56,
2024-09-03,2024-09-04,2830,WEGMANS OWINGS MILLS #125,Merchandise,395.82,
2024-09-03,2024-09-04,2830,TARGET.COM  *,Merchandise,38.14,
2024-09-02,2024-09-03,6161,SANTONI'S MARKET,Merchandise,16.93,
2024-09-02,2024-09-03,6161,SQ *GLYNDON SWIM CLUB,Merchandise,2.50,
2024-08-31,2024-09-02,6161,RAISING CANES 0632,Dining,12.50,
2024-08-31,2024-09-02,6161,SUNSET SLUSH,Dining,5.30,
2024-08-31,2024-09-02,6161,GLF*WESTMINSTERGOLF,Entertainment,48.01,
2024-08-31,2024-09-02,6161,GLF*WESTMINSTERGOLF,Entertainment,6.01,
2024-08-31,2024-08-31,6161,E ZPASS DE CSC00100701,Gas/Automotive,15.00,
2024-08-29,2024-08-30,2830,TARGET        00010454,Merchandise,113.68,
2024-08-29,2024-08-30,2830,TARGET        00010454,Merchandise,34.96,
2024-08-29,2024-08-30,2830,TARGET        00010454,Merchandise,,7.42
2024-08-28,2024-08-29,6161,HEALTHY PAWS PET INSURAN,Insurance,91.32,
2024-08-27,2024-08-29,6161,THE WINE POST,Merchandise,66.33,
2024-08-27,2024-08-28,6161,SANTONI'S MARKET,Merchandise,36.03,
2024-08-26,2024-08-27,2830,WEGMANS OWINGS MILLS #125,Merchandise,477.00,
2024-08-26,2024-08-27,6161,DD/BR #340804 Q35,Dining,13.35,
2024-08-25,2024-08-26,6161,SQ *GLYNDON SWIM CLUB,Merchandise,7.00,
2024-08-23,2024-08-26,6161,ROYAL FARMS #185,Gas/Automotive,42.29,
2024-08-23,2024-08-24,2830,FSP*COPPERMINE SPORTSMAN',Entertainment,8.00,
2024-08-23,2024-08-24,2830,FSP*COPPERMINE SPORTSMAN',Entertainment,6.00,
2024-08-23,2024-08-24,2830,FSP*COPPERMINE SPORTSMAN',Entertainment,45.00,
2024-08-23,2024-08-24,2830,TARGET.COM  *,Merchandise,29.61,
2024-08-23,2024-08-24,6161,TST* INVERNESS BREWING,Dining,36.72,
2024-08-23,2024-08-24,6161,TST* INVERNESS BREWING,Dining,17.49,
2024-08-23,2024-08-24,6161,APPLE.COM/BILL,Entertainment,7.99,
2024-08-22,2024-08-24,6161,MVA ESERVICES,Other Services,221.00,
2024-08-22,2024-08-23,2830,TARGET.COM  *,Merchandise,25.99,
2024-08-21,2024-08-23,2830,HOBBY-LOBBY #902,Merchandise,10.11,
2024-08-21,2024-08-22,2830,WEGMANS OWINGS MILLS #125,Merchandise,279.72,
2024-08-21,2024-08-22,2830,SQ *THE COW,Merchandise,10.56,
2024-08-21,2024-08-21,6161,Vrbo Fee,Lodging,65.00,
2024-08-20,2024-08-21,6161,CSA-GGA-DAMAGE INSURAN,Insurance,45.00,
2024-08-21,2024-08-21,6161,WWW.VB-RENTALS.COM,Lodging,249.38,
2024-08-19,2024-08-20,2830,NOODLES & CO 481,Dining,52.74,
2024-08-19,2024-08-20,2830,WAL-MART #2436,Merchandise,203.85,
2024-08-18,2024-08-20,6161,IAD DULLES ECONOMY 82,Gas/Automotive,84.00,
2024-08-18,2024-08-19,2830,STARBUCKS,Dining,14.05,
2024-08-18,2024-08-19,2830,CAYS NEWS & GIFTS,Merchandise,16.50,
2024-08-18,2024-08-19,6161,SANDALS GIFT SHOP,Merchandise,43.00,
2024-08-18,2024-08-19,6161,PARMA PIZZERIA,Dining,14.99,
2024-08-16,2024-08-16,6161,CAPITAL ONE MOBILE PYMT,Payment/Credit,,4219.16
2024-08-14,2024-08-15,6161,IN *ORGANIC LAWNS OF AMER,Other Services,152.00,
2024-08-13,2024-08-15,6161,FAIRFIELD INN & SUITES,Lodging,172.14,
2024-08-13,2024-08-14,2830,INMOTION-865,Merchandise,32.85,
2024-08-12,2024-08-13,2830,WEGMANS OWINGS MILLS #125,Merchandise,228.99,
2024-08-11,2024-08-13,6161,ROYALFARMS #34,Gas/Automotive,60.18,
2024-08-12,2024-08-13,6161,APPLE.COM/BILL,Entertainment,9.99,
2024-08-11,2024-08-12,6161,SANTONI'S MARKET,Merchandise,23.72,
2024-08-11,2024-08-12,6161,E ZPASS DE CSC00100701,Gas/Automotive,25.00,
2024-08-09,2024-08-12,6161,5GUYS 0509 QSR,Dining,45.42,
2024-08-08,2024-08-10,2830,QDOBA 2434,Dining,44.52,
2024-08-09,2024-08-10,2830,TARGET        00010454,Merchandise,,16.72
2024-08-09,2024-08-10,2830,TARGET        00010454,Merchandise,204.62,
2024-08-08,2024-08-09,2830,TARGET.COM  *,Merchandise,21.70,
2024-08-08,2024-08-09,2830,TARGET.COM  *,Merchandise,25.00,
2024-08-08,2024-08-08,2830,TARGET.COM  *,Merchandise,66.25,
2024-08-07,2024-08-08,2830,WEGMANS OWINGS MILLS #125,Merchandise,540.51,
2024-08-07,2024-08-08,2830,TARGET.COM  *,Merchandise,25.01,
2024-08-07,2024-08-08,2830,TARGET.COM  *,Merchandise,15.89,
2024-08-07,2024-08-08,2830,TARGET.COM  *,Merchandise,9.38,
2024-08-06,2024-08-07,2830,SQ *GLYNDON SWIM CLUB,Merchandise,8.30,
2024-08-04,2024-08-06,2830,ROYALFARMS #34,Gas/Automotive,37.35,
2024-08-05,2024-08-06,6161,WEIS MARKETS INC 29,Merchandise,15.48,
2024-08-04,2024-08-05,2830,KOHL'S #0491,Merchandise,103.05,
2024-08-04,2024-08-05,6161,SANTONI'S MARKET,Merchandise,82.16,
2024-08-03,2024-08-05,6161,TACO BELL 032675,Dining,25.07,
2024-08-03,2024-08-05,6161,CLAIRE'S #5199,Merchandise,6.35,
2024-08-03,2024-08-05,2830,TARGET.COM  *,Merchandise,58.29,
2024-08-03,2024-08-05,6161,VACCAROS ITALIAN PASTRY,Dining,31.19,
2024-08-02,2024-08-03,2830,WALGREENS #19129,Health Care,5.16,
2024-08-01,2024-08-02,2830,TARGET.COM  *,Merchandise,16.72,
2024-08-01,2024-08-02,2830,TARGET.COM  *,Merchandise,38.65,
2024-07-31,2024-08-01,2830,TARGET.COM  *,Merchandise,16.72,
2024-07-31,2024-08-01,2830,SQ *THE SALON ON MAIN,Other Services,60.00,
2024-07-29,2024-07-30,2830,WEGMANS OWINGS MILLS #125,Merchandise,426.21,
2024-07-29,2024-07-30,6161,APPLE.COM/BILL,Entertainment,5.99,
2024-07-28,2024-07-29,6161,HEALTHY PAWS PET INSURAN,Insurance,91.32,
2024-07-28,2024-07-29,6161,SANTONI'S MARKET,Merchandise,81.49,
2024-07-27,2024-07-29,6161,TST* ALFEOS ITALIAN KITCH,Dining,30.64,
2024-07-27,2024-07-29,6161,SQ *GLYNDON SWIM CLUB,Merchandise,10.00,
2024-07-25,2024-07-26,2830,DD/BR #340804 Q35,Dining,8.15,
2024-07-24,2024-07-25,2830,TARGET        00010454,Merchandise,117.94,
2024-07-24,2024-07-25,2830,TARGET        00010454,Merchandise,,19.51
2024-07-23,2024-07-24,2830,WEGMANS OWINGS MILLS #125,Merchandise,262.76,
2024-07-23,2024-07-24,6161,WWW.F1.COM,Entertainment,84.99,
2024-07-23,2024-07-24,6161,MATTRESS WAREHOUSE#036,Merchandise,233.19,
2024-07-22,2024-07-23,2830,CHIPOTLE 1993,Dining,42.61,
2024-07-22,2024-07-23,2830,IKEA 459929541,Merchandise,363.50,
2024-07-21,2024-07-22,2830,WEIS MARKETS INC 29,Merchandise,24.05,
2024-07-19,2024-07-22,2830,ROYALFARMS #34,Gas/Automotive,44.39,
2024-07-19,2024-07-20,2830,TARGET.COM  *,Merchandise,47.21,
2024-07-19,2024-07-20,6161,SANTONI'S MARKET,Merchandise,50.17,
2024-07-18,2024-07-19,2830,HOFFMANS ICE CREAM,Dining,53.20,
2024-07-18,2024-07-19,2830,THE TOT SPOT,Merchandise,28.49,
2024-07-18,2024-07-19,2830,TARGET        00010454,Merchandise,252.95,
2024-07-17,2024-07-19,2830,PANERA BREAD #203782 P,Dining,61.28,
2024-07-18,2024-07-19,6161,IN *ORGANIC LAWNS OF AMER,Other Services,152.00,
2024-07-17,2024-07-19,6161,KFTEAUSA_201,Dining,18.76,
2024-07-17,2024-07-18,2830,WEIS MARKETS INC 29,Merchandise,52.16,
2024-07-16,2024-07-18,6161,GLYNDON GRILL,Dining,75.11,
2024-07-16,2024-07-17,2830,WEGMANS OWINGS MILLS #125,Merchandise,354.30,
2024-07-16,2024-07-16,6161,CAPITAL ONE MOBILE PYMT,Payment/Credit,,3801.26
2024-07-15,2024-07-16,2830,DOCTORS SUPPLEMENT STORE,Health Care,55.21,
2024-07-16,2024-07-16,6161,E ZPASS DE CSC00100701,Gas/Automotive,25.00,
2024-07-15,2024-07-16,6161,SANTONI'S MARKET,Merchandise,13.47,
2024-07-14,2024-07-16,6161,PARTY CITY 1090,Merchandise,10.60,
2024-07-13,2024-07-15,2830,CHICK-FIL-A #03678,Dining,48.56,
2024-07-14,2024-07-15,6161,CVS/PHARMACY #04030,Health Care,23.49,
2024-07-14,2024-07-15,6161,LOWES #03388*,Merchandise,80.78,
2024-07-14,2024-07-15,6161,TARGET        00010454,Merchandise,18.02,
2024-07-13,2024-07-15,6161,ROYAL FARMS #127,Gas/Automotive,2.11,
2024-07-13,2024-07-15,6161,ROYAL FARMS #127,Gas/Automotive,2.96,
2024-07-13,2024-07-15,6161,ROYAL FARMS #115,Gas/Automotive,39.30,
2024-07-13,2024-07-15,6161,ROYAL FARMS #115,Gas/Automotive,15.03,
2024-07-13,2024-07-15,6161,ROYAL FARMS #115,Gas/Automotive,3.03,
2024-07-13,2024-07-15,2830,WEIS MARKETS INC 29,Merchandise,126.85,
2024-07-11,2024-07-13,2830,ENDO-MET LABORATORIES.,Health Care,146.00,
2024-07-12,2024-07-13,6161,SQ *BEN & JERRY'S ICE CRE,Dining,24.25,
2024-07-12,2024-07-13,6161,APPLE.COM/BILL,Entertainment,9.99,
2024-07-11,2024-07-13,6161,TST* FIREBREW BAR & GRILL,Dining,121.13,
2024-07-11,2024-07-12,2830,DOCTORS SUPPLEMENT STORE,Health Care,108.58,
2024-07-11,2024-07-12,6161,SANDBRIDGE SEASIDE,Merchandise,15.36,
2024-07-11,2024-07-12,6161,SQ *MILITARY AVIATION MUS,Other Services,18.70,
2024-07-11,2024-07-12,6161,TM *MERCYME TOBYMAC ZA,Entertainment,386.92,
2024-07-10,2024-07-11,6161,SANDBRIDGE SEASIDE,Merchandise,15.50,
2024-07-09,2024-07-10,6161,MOTORWORLD MINI GOLF,Entertainment,65.21,
2024-07-08,2024-07-09,6161,Sea-lections gift shop,Merchandise,50.75,
2024-07-08,2024-07-09,6161,SANDBRIDGE SUGAR SHACK,Dining,30.04,
2024-07-06,2024-07-08,2830,CHICK-FIL-A #03678,Dining,36.36,
2024-07-06,2024-07-08,6161,TST* SANDBRIDGE ISLAND RE,Dining,77.79,
2024-07-06,2024-07-08,6161,SANDBRIDGE SEASIDE,Merchandise,30.70,
2024-07-07,2024-07-08,6161,PARKMOBILE,Gas/Automotive,4.45,
2024-07-05,2024-07-08,6161,ROYALFARMS #34,Gas/Automotive,25.93,
2024-07-05,2024-07-06,6161,WEIS MARKETS INC 29,Merchandise,47.95,
2024-07-03,2024-07-05,2830,HOBBY-LOBBY #902,Merchandise,16.48,
2024-07-03,2024-07-05,2830,PARTY CITY 1090,Merchandise,15.75,
2024-07-03,2024-07-04,2830,WEIS MARKETS INC 29,Merchandise,48.82,
2024-07-02,2024-07-04,2830,WWW.MOUNTAINSIDEVET.CO,Professional Services,,228.96
2024-07-02,2024-07-03,2830,WEGMANS OWINGS MILLS #125,Merchandise,275.31,
2024-06-30,2024-07-01,2830,TARGET.COM  *,Merchandise,19.51,
2024-06-30,2024-07-01,2830,TARGET.COM  *,Merchandise,20.13,
2024-06-29,2024-07-01,2830,FIVE BELOW 229,Merchandise,11.18,
2024-06-29,2024-07-01,2830,TST* IRON ROOSTER HUNT VA,Dining,55.34,
2024-06-28,2024-07-01,2830,THE WINE POST,Merchandise,9.80,
2024-06-29,2024-07-01,2830,"By Debbie, Inc.",Other Services,60.00,
2024-06-29,2024-07-01,6161,SANTONI'S MARKET,Merchandise,19.66,

